SHS;Anthropologie;Archéologie;Démographie;Droit;économie;Généalogie;Géographie;Géopolitique;Histoire;Linguistique;Pays du monde;Musicologie;Philosophie;Politique;Psychologie;Sciences cognitives;Sociologie;Sciences de gestion;Sciences économiques;Ethnologie;Littératures et civilisations;Urbanisme;Lettres;Droit public;Droit privé;Aménagement, urbanisme;Culture;sociétés;Études latines;Geographie;sociologie;Littérature;Arts et lettres;Sciences politiques;Sciences de l'information et de la communication;Droit;Études anglophones;Science politique;Sciences juridiques;Géographie et aménagement;Arts plastiques;Lettres et Sciences Humaines.Droit public;Mondes arabe;Urbanisme;Droit de l'environnement;Civilisations et humanités;Psychologie;Relations internationales;Geographie et aménagement de l'espace;Droit international de l'environnement;Droit international public et privé
TUM;Astronomie;Astrophysique;Cosmologie;Chimie;Climatologie;Cristallographie;Géologie;Physique;Matériaux;Météorologie;Minéraux et roches;Volcanisme;Géologie, matériaux, minéraux;Mécanique;Chimie des matériaux;Hydrogéologie;Acoustique;Géophysique;Hydroscience;Hydrologie;Géosciences marines
VIE;Biochimie;Biologie;Biologie cellulaire et moléculaire;Botanique;écologie;Microbiologie;Origine et évolution du vivant;Ornithologie;Paléontologie;Zoologie;Sciences biologiques et fondamentales appliquées. Psychologie;Sciences du vivant. Géosciences et sciences de l'environnement. Biogéochimie;Sciences du vivant;Géoscience;Océanologie;Sciences biologiques;Sciences médicales;Écologie;santé;environnement;Écologie;Paléobiologie;Hydrobiologie;Biotechnologies;écosystèmes;Pharmacie
Formelles;Mathématiques;Cryptologie;Logique;Géométrie;Probabilités et statistiques;Mathématiques appliquées;Physique théorique;Mathématiques appliquées et calcul scientifique;Sciences analytiques;Analyse numérique
TSA;Agronomie et agriculture;Sciences agronomiques;Astronautique;Electricité et électronique;Industrie;Informatique;Information et bibliothéques;Médecine;Pharmacologie;Météorologie;Nanotechnologie;Pharmacie;Robotique;Télécommunications et Internet;Transports;Génie des procédés;Génie électrique;Traitement de l'information;Électronique;Chimie informatique et théorique;Sciences biologiques;Science du sol;Sciences du sol;Agronomie;sciences du sol;science du sol;production végétale;Sciences de l'alimentation;Sciences des Agroressources;science des aliments;Agrosystèmes;agroalimentaire
Transversaux;énergie;Hydrologie;Environnement;Minéralogie et Pétrologie;Monde maritime;Montagne;Milieu forestier;Sciences;Sciences et techniques;Sciences appliquées;Ingéniérie;ingénieur;Sciences appliquées;Thermique;énergétique;Génie civil;Instrumentation et analyses avancées;Sciences et techniques de l'environnement;Sciences physiques et de l'ingénieur. Sciences du bois;Structure et dynamique des systèmes réactifs;Energétique;Ingéniérie de l'antipollution;Géologie de l'ingénieur;Génie;Énergétique;Énergétique;Chimie industrielle des matériaux;Sciences;Génie des procédés;Génie Civil;architecture;procédés;Hydraulique
